lsoa_code,borough,n_images,mean_gvi,median_gvi,std_gvi,min_gvi,max_gvi,q25_gvi,q75_gvi,imd_score,imd_quintile,status,timestamp
E01001715,Hackney,100,10.07629395,5.990600586,12.96359062,0.0,72.11914063,3.060913086,9.771728516,28.349,Q4,completed,2025-08-09T19:34:15.853689
E01001719,Hackney,100,25.36968994,24.50561523,16.73135567,0.0,67.30957031,12.67242432,34.41619873,35.72,Q5_Most,completed,2025-08-09T19:34:53.307835
E01001799,Hackney,100,7.443969727,1.751708984,9.447746277,0.0,32.21435547,0.0,14.40582275,26.539,Q3,completed,2025-08-09T19:33:38.499366
E01001830,Hackney,100,7.229064941,4.022216797,7.984323502,0.0,30.17578125,0.016784668,12.39471436,32.425,Q4,completed,2025-08-09T19:54:53.362209
E01001835,Hackney,66,8.532714844,2.185058594,12.78282547,0.0,57.8125,0.34942627,12.08343506,21.313,Q3,completed,2025-08-09T20:12:28.806768
E01001836,Hackney,100,20.50964355,16.86401367,19.89351082,0.006103516,85.13793945,3.733825684,30.57098389,26.182,Q3,completed,2025-08-09T20:13:12.780922
E01001851,Hammersmith and Fulham,100,15.87878418,16.20788574,9.686253548,0.067138672,37.29858398,8.17565918,23.67248535,13.267,Q1_Least,completed,2025-08-09T20:00:50.254121
E01001866,Hammersmith and Fulham,100,11.19445801,8.111572266,10.32594013,0.0,42.66357422,2.25982666,17.3538208,14.104,Q1_Least,completed,2025-08-09T19:35:32.871252
E01001888,Hammersmith and Fulham,100,5.536804199,1.889038086,8.670091629,0.0,57.98339844,0.260925293,6.771850586,10.795,Q1_Least,completed,2025-08-09T19:52:19.817648
E01001890,Hammersmith and Fulham,100,17.88336182,18.64013672,12.56244373,0.0,48.27880859,8.276367188,26.46636963,13.675,Q1_Least,completed,2025-08-09T19:53:01.910964
E01001911,Hammersmith and Fulham,100,6.535644531,2.459716797,8.664039612,0.0,42.21191406,1.373291016,8.258056641,34.648,Q5_Most,completed,2025-08-09T19:38:17.365549
E01001958,Hammersmith and Fulham,100,14.61907959,11.0534668,12.29033756,0.0,57.56225586,4.922485352,22.77832031,38.666,Q5_Most,completed,2025-08-09T19:05:08.192674
E01001959,Hammersmith and Fulham,100,11.7822876,8.679199219,11.6868906,0.0,53.66210938,2.429199219,17.48199463,40.084,Q5_Most,completed,2025-08-09T19:28:45.604812
E01001961,Hammersmith and Fulham,100,20.64276123,16.04309082,18.08210945,0.0,87.01171875,9.309387207,27.70996094,41.84,Q5_Most,completed,2025-08-09T19:32:22.518604
E01002701,Islington,100,4.575195313,0.244140625,7.112375736,0.0,22.87597656,0.0,8.465576172,27.789,Q4,completed,2025-08-09T19:37:37.607604
E01002706,Islington,100,10.4284668,6.750488281,11.68784618,0.0,44.6105957,0.268554688,18.57910156,24.912,Q3,completed,2025-08-09T19:30:32.508378
E01002707,Islington,100,20.14453125,20.30029297,16.10783577,0.0,63.77563477,2.433776855,27.90679932,25.684,Q3,completed,2025-08-09T19:33:55.718588
E01002723,Islington,100,33.15722656,37.6953125,17.53923988,1.135253906,67.02880859,18.12133789,45.87249756,28.536,Q4,completed,2025-08-09T19:50:51.923458
E01002725,Islington,100,20.1015625,10.9161377,20.37681007,0.0,68.75610352,3.219604492,32.48596191,29.084,Q4,completed,2025-08-09T19:04:47.894233
E01002727,Islington,100,34.05657959,31.94885254,25.08612251,0.0,92.66357422,12.07122803,51.80969238,26.051,Q3,completed,2025-08-09T19:04:11.505445
E01002728,Islington,100,17.16760254,9.1796875,17.42246437,0.0,71.02661133,1.817321777,30.35736084,27.235,Q3,completed,2025-08-09T19:27:45.639198
E01002730,Islington,100,6.87487793,2.017211914,10.52311611,0.0,47.88818359,0.442504883,7.891845703,30.4,Q4,completed,2025-08-09T19:28:06.004549
E01002735,Islington,100,9.826171875,5.444335938,13.30327225,0.0,63.31176758,1.46484375,11.96594238,33.51,Q4,completed,2025-08-09T19:31:39.270510
E01002738,Islington,100,24.30200195,20.5657959,18.69041061,0.0,84.11254883,11.5814209,32.2479248,24.682,Q3,completed,2025-08-09T19:44:08.165658
E01002742,Islington,100,8.082458496,4.901123047,9.029076576,0.0,38.79394531,1.095581055,12.28485107,15.801,Q2,completed,2025-08-09T19:33:23.149412
E01002747,Islington,80,7.728729248,5.526733398,7.600649834,0.0,30.86547852,1.39465332,11.80114746,13.325,Q1_Least,completed,2025-08-09T20:37:12.529030
E01002749,Islington,100,5.798339844,3.884887695,6.339261055,0.0,30.45654297,0.917053223,8.540344238,22.829,Q3,completed,2025-08-09T19:45:24.642550
E01002752,Islington,100,16.09838867,14.99938965,14.29309654,0.0,47.65625,1.420593262,29.5791626,22.426,Q3,completed,2025-08-09T19:46:57.253083
E01002756,Islington,100,45.69036484,48.28796387,18.90888023,0.0,85.02807617,36.81945801,58.03222656,27.776,Q4,completed,2025-08-09T19:47:28.914503
E01002762,Islington,100,22.78686523,19.0246582,15.62756634,0.0,67.08984375,12.67242432,29.15802002,20.717,Q2,completed,2025-08-09T19:03:34.094448
E01002763,Islington,100,18.35186768,15.97595215,13.29448128,0.0,67.08984375,7.806396484,26.06506348,33.113,Q4,completed,2025-08-09T19:49:18.148443
E01002769,Islington,100,15.12530518,12.44506836,10.99415112,0.415039063,47.83935547,6.376647949,21.81091309,20.118,Q2,completed,2025-08-09T19:06:13.765708
E01002779,Islington,100,7.557678223,1.251220703,10.50876713,0.0,35.16235352,0.096130371,12.46643066,18.595,Q2,completed,2025-08-09T19:27:07.693380
E01002789,Islington,80,13.63471985,12.04528809,10.7341032,0.0,44.27490234,4.57611084,21.1151123,13.703,Q1_Least,completed,2025-08-09T20:38:32.570916
E01002818,Kensington and Chelsea,100,6.218139648,0.87890625,10.74957466,0.0,43.87207031,0.064086914,6.06842041,12.656,Q1_Least,completed,2025-08-09T19:35:54.033322
E01002824,Kensington and Chelsea,100,37.95159912,33.91418457,23.71647835,0.0,93.54858398,25.52185059,54.51660156,10.045,Q1_Least,completed,2025-08-09T19:03:13.266242
E01002825,Kensington and Chelsea,100,11.65838623,8.242797852,11.20203876,0.0,55.81665039,4.049682617,15.93933105,9.697,Q1_Least,completed,2025-08-09T19:05:29.128737
E01002826,Kensington and Chelsea,100,16.55279541,9.64050293,18.61480331,0.0,82.67211914,1.428222656,24.84283447,10.756,Q1_Least,completed,2025-08-09T19:26:28.972780
E01002827,Kensington and Chelsea,100,15.19433594,9.866333008,14.61658001,0.0,71.72851563,2.510070801,25.9262085,12.075,Q1_Least,completed,2025-08-09T19:29:28.534312
E01002835,Kensington and Chelsea,100,9.785705566,8.139038086,8.201453209,0.0,36.49291992,2.450561523,15.24353027,10.461,Q1_Least,completed,2025-08-09T19:43:28.004661
E01002836,Kensington and Chelsea,100,4.981994629,0.848388672,6.632675171,0.0,28.22875977,0.0,8.526611328,11.093,Q1_Least,completed,2025-08-09T19:45:06.588443
E01002837,Kensington and Chelsea,100,7.685424805,5.944824219,6.795581341,0.079345703,41.74194336,2.099609375,13.21868896,13.106,Q1_Least,completed,2025-08-09T19:46:23.819809
E01002848,Kensington and Chelsea,100,10.93377686,4.467773438,14.82157707,0.0,76.76391602,0.422668457,17.11730957,29.533,Q4,completed,2025-08-09T19:50:36.158602
E01002880,Kensington and Chelsea,100,7.428955078,3.820800781,9.899303436,0.0,58.46557617,1.815795898,7.99407959,44.248,Q5_Most,completed,2025-08-09T19:35:11.760884
E01002893,Kensington and Chelsea,100,7.550842285,3.060913086,10.23012543,0.0,43.98193359,0.160217285,10.27526855,21.771,Q3,completed,2025-08-09T19:48:41.951551
E01002899,Kensington and Chelsea,100,5.743835449,3.674316406,6.235425949,0.0,27.05688477,0.505065918,9.300231934,21.45,Q3,completed,2025-08-09T19:50:17.646688
E01002912,Kensington and Chelsea,100,10.18640137,6.948852539,9.358546257,0.0,37.98217773,2.659606934,16.16821289,13.905,Q1_Least,completed,2025-08-09T19:48:09.099323
E01002914,Kensington and Chelsea,100,14.1975708,10.7208252,13.01273155,0.0,79.07104492,5.018615723,18.8583374,8.875,Q1_Least,completed,2025-08-09T19:49:42.760777
E01003032,Lambeth,100,25.38598633,14.86816406,26.68757248,0.0,94.59228516,0.581359863,46.45385742,31.549,Q4,completed,2025-08-09T19:57:20.782833
E01003039,Lambeth,100,26.23168945,7.455444336,30.68711853,0.0,97.82104492,0.378417969,47.4899292,10.643,Q1_Least,completed,2025-08-09T19:55:37.425815
E01003100,Lambeth,100,16.52148438,13.3392334,15.02697754,0.0,69.17114258,5.111694336,25.50354004,16.907,Q2,completed,2025-08-09T19:30:13.038983
E01003109,Lambeth,100,7.781494141,4.595947266,9.56662941,0.0,53.90625,0.772094727,9.991455078,27.59,Q4,completed,2025-08-09T19:34:37.668543
E01003113,Lambeth,100,34.40350342,25.49743652,29.21896172,0.0,90.51513672,8.711242676,60.07080078,23.176,Q3,completed,2025-08-09T19:42:42.794788
E01003122,Lambeth,80,11.27716064,4.629516602,13.17148304,0.0,51.22680664,0.073242188,20.30487061,25.76,Q3,completed,2025-08-09T20:38:04.527000
E01003127,Lambeth,80,13.88977051,7.250976563,13.61475277,0.0,51.72119141,2.722167969,22.35107422,26.097,Q3,completed,2025-08-09T20:39:31.550477
E01003137,Lambeth,100,30.0222168,30.5847168,14.65701389,2.923583984,65.5090332,18.64471436,40.68603516,29.29,Q4,completed,2025-08-09T19:45:44.948469
E01003162,Lambeth,100,30.8604126,30.859375,12.70880127,6.005859375,81.50024414,22.27630615,37.00256348,27.304,Q3,completed,2025-08-09T19:48:27.958812
E01003169,Lambeth,100,24.5668335,23.35205078,17.95684624,0.0,92.37060547,10.13641357,34.54742432,23.435,Q3,completed,2025-08-09T19:50:02.674677
E01003170,Lambeth,80,26.69776917,26.74560547,12.77749729,2.166748047,67.76733398,18.36090088,33.73718262,12.457,Q1_Least,completed,2025-08-09T21:33:04.932805
E01003179,Lambeth,91,28.20763206,28.80249023,10.61454964,0.549316406,55.98144531,21.80175781,33.82568359,30.956,Q4,completed,2025-08-09T19:53:36.071032
E01003200,Lewisham,80,20.07507324,11.50817871,20.87636566,0.103759766,77.17895508,6.854248047,24.06768799,11.58,Q1_Least,completed,2025-08-09T20:44:36.774190
E01003202,Lewisham,80,15.70602417,18.24035645,11.99747562,0.0,39.29443359,2.632141113,26.02386475,9.192,Q1_Least,completed,2025-08-09T20:45:04.259458
E01003206,Lewisham,80,18.41644287,15.80810547,11.55347347,1.190185547,56.26831055,10.4675293,25.46691895,14.285,Q1_Least,completed,2025-08-09T21:32:41.551572
E01003221,Lewisham,100,11.19256592,11.1907959,8.924787521,0.0,34.12475586,1.902770996,16.54663086,31.619,Q4,completed,2025-08-09T19:51:58.127445
E01003222,Lewisham,80,15.60089111,12.10327148,13.53439713,0.689697266,64.54467773,4.823303223,21.2020874,22.103,Q3,completed,2025-08-09T20:41:08.402546
E01003229,Lewisham,100,11.11810303,5.88684082,15.28133869,0.0,75.84838867,2.616882324,13.9755249,32.515,Q4,completed,2025-08-09T19:52:43.210068
E01003230,Lewisham,80,14.81681824,11.70043945,12.46278763,0.0,48.46191406,5.627441406,24.93896484,21.999,Q3,completed,2025-08-09T20:39:12.656113
E01003231,Lewisham,80,13.85231018,4.046630859,17.36623001,0.0,59.44213867,1.560974121,26.69372559,23.637,Q3,completed,2025-08-09T20:37:48.567767
E01003240,Lewisham,96,2.55616498,1.162719727,2.87174058,0.0,11.23657227,0.219726563,4.531860352,32.442,Q4,completed,2025-08-09T19:55:57.751741
E01003343,Lewisham,100,7.396179199,5.59387207,6.862783432,0.0,32.36083984,1.512145996,11.60125732,21.817,Q3,completed,2025-08-09T20:14:33.602556
E01003926,Southwark,100,9.858337402,4.550170898,12.04644203,0.0,48.84643555,0.520324707,14.42260742,31.441,Q4,completed,2025-08-09T19:04:28.281285
E01003929,Southwark,100,2.146484375,0.0,4.460264683,0.0,17.98095703,0.0,0.823974609,22.973,Q3,completed,2025-08-09T19:51:41.857615
E01003936,Southwark,100,16.7543335,16.19873047,14.15406227,0.0,83.66699219,7.690429688,21.92382813,14.247,Q1_Least,completed,2025-08-09T19:42:03.753775
E01003937,Southwark,100,11.94909668,5.972290039,15.36508179,0.0,76.88598633,0.09765625,17.3324585,24.291,Q3,completed,2025-08-09T19:03:52.024036
E01003966,Southwark,91,10.66800594,9.222412109,8.199774742,0.024414063,40.69824219,4.12902832,14.96887207,33.346,Q4,completed,2025-08-09T19:47:10.545423
E01003976,Southwark,100,9.50982666,5.706787109,11.02632427,0.0,43.89038086,0.83770752,13.96331787,30.428,Q4,completed,2025-08-09T19:49:02.945587
E01003979,Southwark,100,9.339233398,5.810546875,8.517637253,0.0,33.64868164,2.569580078,14.07470703,29.514,Q4,completed,2025-08-09T19:53:52.867754
E01003990,Southwark,100,30.92474365,28.79943848,18.48080635,1.928710938,73.93188477,14.93682861,44.03533936,31.077,Q4,completed,2025-08-09T19:58:13.115181
E01003998,Southwark,100,20.58544922,18.11218262,11.84125614,0.0,49.2980957,11.62109375,30.03082275,25.146,Q3,completed,2025-08-09T19:43:48.357112
E01004022,Southwark,100,17.07635498,12.02697754,15.39540291,0.0,79.89501953,5.599975586,24.1897583,24.603,Q3,completed,2025-08-09T19:46:45.278762
E01004051,Southwark,80,26.69578552,26.11083984,14.05213928,0.0,54.93774414,17.12341309,38.80767822,9.731,Q1_Least,completed,2025-08-09T21:33:27.569653
E01004054,Southwark,100,35.75354004,45.76721191,26.52098846,0.0,72.10693359,0.077819824,58.79821777,8.354,Q1_Least,completed,2025-08-09T20:12:18.854522
E01004061,Southwark,80,7.621917725,3.628540039,9.425761223,0.0,34.8815918,0.045776367,12.84942627,21.531,Q3,completed,2025-08-09T20:40:28.207260
E01004069,Southwark,100,38.37237549,37.57019043,14.48763466,5.737304688,78.65600586,28.11737061,47.59216309,9.326,Q1_Least,completed,2025-08-09T19:51:11.098134
E01004070,Southwark,80,36.13861084,31.91223145,17.71882248,7.861328125,78.16162109,23.00567627,48.27270508,13.134,Q1_Least,completed,2025-08-09T20:35:20.596980
E01004075,Southwark,100,45.41730118,44.43969727,15.36819744,15.18554688,77.28881836,33.32672119,56.82373047,8.625,Q1_Least,completed,2025-08-09T19:47:49.566626
E01004216,Tower Hamlets,100,30.19165039,29.98046875,14.85151577,1.251220703,63.72680664,18.82324219,40.13214111,14.112,Q1_Least,completed,2025-08-09T19:54:10.635253
